EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
297,300,108.59141535,0.00050000,256,3086,200,lstm_cifg,15,0.00001434,0.00001424,-44.43771,-46.54396886,-52.42183601,-52.34789087,-52.38486344,0.00001485,-44.804382,-46.93338543,-51.24703653,-50.86551675,-51.05627664
