EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
0,300,0.29307386,0.00050000,256,3086,200,lstm_nfg,15,0.43521686,0.34482536,-0.53541154,-0.52024893,-55.65775234,-52.45662859,-54.05719047,0.37704518,-0.5519846,-0.53395728,-55.14726823,-51.56380153,-53.35553488
