EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
299,300,108.58896682,0.00050000,256,3086,200,lstm_cifg_niaf,15,0.00002151,0.00002144,-42.653324,-44.95826007,-50.70369471,-51.08671887,-50.89520679,0.00002255,-42.97755,-45.35507666,-50.07925592,-49.28717663,-49.68321627
