EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
298,300,91.40047230,0.00050000,256,3086,200,lstm_nig,15,0.00003290,0.00003514,-40.52431,-42.93387118,-46.44921257,-46.59130364,-46.52025810,0.00003655,-40.982677,-43.75294310,-46.05899950,-45.78526097,-45.92213024
