EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
299,300,114.00098832,0.00050000,256,3086,200,lstm,15,0.00002762,0.00002556,-41.966175,-44.82364511,-48.11216837,-48.33538037,-48.22377437,0.00002640,-42.416065,-45.45297295,-47.95066634,-47.42053914,-47.68560274
